[33mThe CJS build of Vite's Node API is deprecated. See https://vite.dev/guide/troubleshooting.html#vite-cjs-node-api-deprecated for more details.[39m
Re-optimizing dependencies because lockfile has changed
11:09:55 PM [vite] page reload js/renderers/WebGLRenderer.js
11:10:06 PM [vite] page reload js/renderers/WebGLRenderer.js
11:10:19 PM [vite] page reload js/renderers/WebGLRenderer.js
11:11:59 PM [vite] page reload js/renderers/WebGLRenderer.js
11:12:08 PM [vite] page reload js/renderers/WebGLRenderer.js
11:12:19 PM [vite] page reload js/renderers/WebGLRenderer.js
11:12:29 PM [vite] page reload js/renderers/WebGLRenderer.js
11:12:38 PM [vite] page reload js/renderers/TextureLODManager.js
11:15:12 PM [vite] page reload js/renderers/WebGLRenderer.js
11:16:15 PM [vite] page reload js/renderers/WebGLRenderer.js
11:17:59 PM [vite] page reload js/renderers/WebGLRenderer.js
11:18:13 PM [vite] page reload js/renderers/WebGLRenderer.js
11:21:35 PM [vite] page reload .scratch/test-color-undo.html
11:21:35 PM [vite] page reload .scratch/test-color-undo.html
11:21:38 PM [vite] page reload js/nodes/image-node.js
11:25:23 PM [vite] page reload js/ui/floating-color-correction.js
11:25:40 PM [vite] page reload js/ui/floating-color-correction.js
11:25:43 PM [vite] page reload js/ui/floating-color-correction.js
11:25:52 PM [vite] page reload js/ui/floating-color-correction.js
11:26:02 PM [vite] page reload js/ui/floating-color-correction.js
11:26:12 PM [vite] page reload js/ui/floating-color-correction.js
11:26:15 PM [vite] page reload js/ui/floating-color-correction.js
11:26:28 PM [vite] page reload js/renderers/WebGLRenderer.js
11:26:43 PM [vite] page reload js/ui/floating-color-correction.js
11:26:58 PM [vite] page reload js/ui/floating-color-correction.js
11:27:21 PM [vite] page reload js/ui/floating-color-correction.js
11:27:30 PM [vite] page reload js/ui/floating-color-correction.js
11:29:58 PM [vite] page reload js/core/NodePluginSystem.js
11:30:38 PM [vite] page reload js/app.js
11:30:38 PM [vite] page reload js/app.js
11:30:42 PM [vite] page reload js/app.js
11:31:38 PM [vite] page reload js/commands/NodeCommands.js
11:31:45 PM [vite] page reload js/commands/NodeCommands.js
11:32:00 PM [vite] page reload js/renderers/WebGLRenderer.js
11:32:17 PM [vite] page reload js/ui/floating-color-correction.js
11:32:19 PM [vite] page reload js/core/StateSyncManager.js
11:32:23 PM [vite] page reload js/ui/floating-color-correction.js
11:32:29 PM [vite] page reload js/ui/floating-color-correction.js
11:32:30 PM [vite] page reload js/core/StateSyncManager.js
11:32:55 PM [vite] page reload js/ui/floating-color-correction.js
11:33:07 PM [vite] page reload js/canvas.js
11:33:08 PM [vite] page reload js/canvas.js
11:33:10 PM [vite] page reload js/ui/floating-color-correction.js
11:33:16 PM [vite] page reload js/ui/floating-color-correction.js
11:33:46 PM [vite] page reload js/renderers/WebGLRenderer.js
11:34:08 PM [vite] page reload js/core/handles.js
11:34:12 PM [vite] page reload js/core/handles.js
11:34:29 PM [vite] page reload js/canvas.js
11:34:29 PM [vite] page reload js/canvas.js
11:34:49 PM [vite] page reload js/canvas.js
11:34:49 PM [vite] page reload js/canvas.js
11:36:07 PM [vite] page reload js/canvas.js
11:36:07 PM [vite] page reload js/canvas.js
11:36:12 PM [vite] page reload js/canvas.js
11:36:14 PM [vite] page reload js/canvas.js
11:36:14 PM [vite] page reload js/canvas.js
11:36:18 PM [vite] page reload js/ui/floating-color-correction.js
11:36:27 PM [vite] page reload js/ui/floating-color-correction.js
11:37:24 PM [vite] page reload js/canvas.js
11:37:25 PM [vite] page reload js/canvas.js
11:37:31 PM [vite] page reload js/renderers/WebGLRenderer.js
11:38:11 PM [vite] page reload js/canvas.js
11:38:14 PM [vite] page reload js/canvas.js
11:38:27 PM [vite] page reload js/canvas.js
11:38:27 PM [vite] page reload js/canvas.js
11:38:53 PM [vite] page reload js/canvas.js
11:41:12 PM [vite] page reload js/renderers/WebGLRenderer.js
11:42:03 PM [vite] page reload js/ui/floating-color-correction.js
11:42:48 PM [vite] page reload js/ui/floating-color-correction.js
11:45:31 PM [vite] page reload js/renderers/WebGLRenderer.js
11:45:42 PM [vite] page reload js/renderers/WebGLRenderer.js
11:46:45 PM [vite] page reload js/renderers/WebGLRenderer.js
11:46:58 PM [vite] page reload js/renderers/WebGLRenderer.js
11:49:15 PM [vite] page reload js/renderers/WebGLRenderer.js
11:53:30 PM [vite] page reload js/commands/NodeCommands.js
11:53:41 PM [vite] page reload js/commands/NodeCommands.js
11:53:47 PM [vite] page reload js/commands/NodeCommands.js
11:55:26 PM [vite] page reload js/ui/floating-color-correction.js
11:55:41 PM [vite] page reload src/main.js
11:55:48 PM [vite] page reload js/ui/floating-color-correction.js
11:55:54 PM [vite] page reload js/core/viewport.js
11:55:59 PM [vite] page reload js/core/viewport.js
11:56:08 PM [vite] page reload js/core/viewport.js
11:56:36 PM [vite] page reload js/core/NavigationStateManager.js
11:56:54 PM [vite] page reload js/canvas.js
11:56:54 PM [vite] page reload js/canvas.js
11:56:57 PM [vite] page reload js/canvas.js
11:57:12 PM [vite] page reload js/utils/state.js
11:57:46 PM [vite] page reload js/renderers/WebGLRenderer.js
11:58:07 PM [vite] page reload js/core/NavigationStateManager.js
11:58:36 PM [vite] page reload js/renderers/WebGLRenderer.js
12:00:22 AM [vite] page reload js/renderers/WebGLRenderer.js
12:00:27 AM [vite] page reload js/renderers/WebGLRenderer.js
12:01:35 AM [vite] page reload js/renderers/WebGLRenderer.js
12:04:24 AM [vite] page reload js/ui/floating-color-correction.js
12:04:28 AM [vite] page reload js/ui/floating-color-correction.js
12:04:55 AM [vite] page reload js/ui/floating-color-correction.js
12:05:20 AM [vite] page reload js/ui/floating-color-correction.js
12:05:38 AM [vite] page reload js/ui/floating-color-correction.js
12:05:51 AM [vite] page reload js/ui/floating-color-correction.js
12:05:55 AM [vite] page reload js/ui/floating-color-correction.js
12:06:03 AM [vite] page reload js/ui/floating-color-correction.js
12:06:14 AM [vite] page reload js/ui/floating-color-correction.js
12:07:00 AM [vite] page reload js/core/NavigationStateManager.js
12:07:07 AM [vite] page reload js/core/NavigationStateManager.js
12:08:51 AM [vite] page reload js/core/viewport.js
12:08:57 AM [vite] page reload js/core/viewport.js
12:09:00 AM [vite] page reload js/core/viewport.js
12:09:08 AM [vite] page reload js/core/NavigationStateManager.js
12:09:44 AM [vite] page reload js/core/NavigationStateManager.js
12:09:52 AM [vite] page reload js/canvas.js
12:09:52 AM [vite] page reload js/canvas.js
12:10:01 AM [vite] page reload js/utils/state.js
12:10:08 AM [vite] page reload js/renderers/WebGLRenderer.js
12:10:11 AM [vite] page reload js/ui/floating-color-correction.js
12:14:50 AM [vite] page reload js/ui/floating-color-correction.js
12:14:56 AM [vite] page reload js/ui/floating-color-correction.js
12:15:00 AM [vite] page reload js/ui/floating-color-correction.js
12:15:10 AM [vite] page reload js/ui/floating-color-correction.js
12:15:11 AM [vite] page reload js/renderers/TextureLODManager.js
12:15:28 AM [vite] page reload js/renderers/WebGLRenderer.js
12:15:33 AM [vite] page reload js/ui/floating-color-correction.js
12:15:40 AM [vite] page reload js/renderers/WebGLRenderer.js
12:15:47 AM [vite] page reload js/renderers/TextureLODManager.js
12:15:51 AM [vite] page reload js/ui/floating-color-correction.js
12:15:58 AM [vite] page reload js/ui/floating-color-correction.js
12:15:58 AM [vite] page reload js/core/NavigationStateManager.js
12:16:21 AM [vite] page reload js/renderers/WebGLRenderer.js
12:16:25 AM [vite] page reload js/renderers/WebGLRenderer.js
12:16:35 AM [vite] page reload js/renderers/WebGLRenderer.js
12:20:15 AM [vite] page reload js/renderers/WebGLRenderer.js
12:20:28 AM [vite] page reload js/renderers/WebGLRenderer.js
12:20:37 AM [vite] page reload js/core/NavigationStateManager.js
12:20:55 AM [vite] page reload js/renderers/WebGLRenderer.js
12:20:56 AM [vite] page reload js/renderers/WebGLRenderer.js
12:20:57 AM [vite] page reload js/core/NavigationStateManager.js
12:21:01 AM [vite] page reload js/nodes/group-node.js
12:21:05 AM [vite] page reload js/renderers/WebGLRenderer.js
12:21:07 AM [vite] page reload js/nodes/group-node.js
12:21:24 AM [vite] page reload js/nodes/group-node.js
12:21:28 AM [vite] page reload js/nodes/group-node.js
12:21:31 AM [vite] page reload js/nodes/group-node.js
12:21:43 AM [vite] page reload js/nodes/group-node.js
12:21:50 AM [vite] page reload js/nodes/group-node.js
12:21:56 AM [vite] page reload js/nodes/group-node.js
12:22:01 AM [vite] page reload js/nodes/group-node.js
12:22:12 AM [vite] page reload js/core/handles.js
12:22:19 AM [vite] page reload js/core/handles.js
12:22:28 AM [vite] page reload js/core/handles.js
12:22:33 AM [vite] page reload js/core/handles.js
12:22:40 AM [vite] page reload js/canvas.js
12:22:41 AM [vite] page reload js/canvas.js
12:22:51 AM [vite] page reload js/canvas.js
12:22:52 AM [vite] page reload js/canvas.js
12:22:55 AM [vite] page reload js/canvas.js
12:23:07 AM [vite] page reload js/renderers/WebGLRenderer.js
12:27:04 AM [vite] page reload js/core/NavigationStateManager.js
12:27:14 AM [vite] page reload js/renderers/WebGLRenderer.js
12:27:20 AM [vite] page reload js/renderers/WebGLRenderer.js
12:27:25 AM [vite] page reload js/renderers/WebGLRenderer.js
12:27:27 AM [vite] page reload js/renderers/WebGLRenderer.js
12:29:21 AM [vite] page reload js/core/ClientUndoManager.js
12:29:26 AM [vite] page reload js/core/ClientUndoManager.js
12:29:38 AM [vite] page reload js/core/ClientUndoManager.js
12:29:51 AM [vite] page reload js/core/ClientUndoManager.js
12:29:55 AM [vite] page reload js/core/ClientUndoManager.js
12:32:18 AM [vite] page reload js/renderers/WebGLRenderer.js
12:33:01 AM [vite] page reload js/renderers/WebGLRenderer.js
12:33:48 AM [vite] page reload js/renderers/WebGLRenderer.js
12:34:22 AM [vite] page reload js/renderers/WebGLRenderer.js
12:34:26 AM [vite] page reload js/renderers/WebGLRenderer.js
12:34:28 AM [vite] page reload js/renderers/WebGLRenderer.js
12:34:35 AM [vite] page reload js/renderers/WebGLRenderer.js
12:37:39 AM [vite] page reload js/renderers/WebGLRenderer.js
12:38:53 AM [vite] page reload js/renderers/WebGLRenderer.js
12:38:57 AM [vite] page reload js/renderers/WebGLRenderer.js
12:39:10 AM [vite] page reload js/renderers/WebGLRenderer.js
12:39:15 AM [vite] page reload js/canvas.js
12:39:26 AM [vite] page reload js/nodes/group-node.js
12:41:15 AM [vite] page reload js/nodes/group-node.js
12:41:30 AM [vite] page reload js/core/handles.js
12:42:03 AM [vite] page reload js/canvas.js
12:42:27 AM [vite] page reload js/renderers/WebGLRenderer.js
12:42:36 AM [vite] page reload js/renderers/WebGLRenderer.js
12:49:17 AM [vite] page reload js/ui/floating-color-correction.js
12:49:26 AM [vite] page reload js/ui/floating-color-correction.js
12:49:33 AM [vite] page reload js/ui/floating-color-correction.js
12:49:39 AM [vite] page reload js/ui/floating-color-correction.js
12:49:47 AM [vite] page reload js/ui/floating-color-correction.js
12:50:01 AM [vite] page reload js/ui/floating-color-correction.js
12:50:10 AM [vite] page reload js/ui/floating-color-correction.js
12:50:18 AM [vite] page reload js/ui/floating-color-correction.js
12:50:25 AM [vite] page reload js/ui/floating-color-correction.js
12:50:41 AM [vite] page reload js/ui/floating-color-correction.js
12:51:03 AM [vite] page reload js/ui/floating-color-correction.js
12:51:12 AM [vite] page reload js/ui/floating-color-correction.js
12:51:17 AM [vite] page reload js/ui/floating-color-correction.js
12:51:29 AM [vite] page reload js/renderers/WebGLRenderer.js
12:51:51 AM [vite] page reload js/ui/floating-color-correction.js
12:51:55 AM [vite] page reload js/ui/floating-color-correction.js
12:52:05 AM [vite] page reload js/ui/floating-color-correction.js
12:53:28 AM [vite] page reload js/renderers/TextureLODManager.js
12:54:49 AM [vite] page reload js/renderers/TextureLODManager.js
12:54:50 AM [vite] page reload js/nodes/group-node.js
12:55:01 AM [vite] page reload js/renderers/WebGLRenderer.js
12:55:02 AM [vite] page reload js/nodes/group-node.js
12:55:12 AM [vite] page reload js/nodes/group-node.js
12:55:13 AM [vite] page reload js/renderers/WebGLRenderer.js
12:55:20 AM [vite] page reload js/canvas.js
12:55:22 AM [vite] page reload js/renderers/WebGLRenderer.js
12:55:26 AM [vite] page reload js/renderers/WebGLRenderer.js
12:55:31 AM [vite] page reload js/renderers/WebGLRenderer.js
12:55:37 AM [vite] page reload js/renderers/WebGLRenderer.js
12:55:44 AM [vite] page reload js/renderers/WebGLRenderer.js
12:55:54 AM [vite] page reload js/renderers/WebGLRenderer.js
12:55:57 AM [vite] page reload js/renderers/WebGLRenderer.js
12:56:04 AM [vite] page reload js/renderers/WebGLRenderer.js
12:56:11 AM [vite] page reload js/renderers/WebGLRenderer.js
12:56:21 AM [vite] page reload js/ui/floating-color-correction.js
12:56:23 AM [vite] page reload js/renderers/WebGLRenderer.js
12:56:26 AM [vite] page reload js/ui/floating-color-correction.js
12:56:27 AM [vite] page reload js/renderers/WebGLRenderer.js
12:56:31 AM [vite] page reload js/ui/floating-color-correction.js
12:56:39 AM [vite] page reload js/ui/floating-color-correction.js
12:56:50 AM [vite] page reload js/ui/floating-color-correction.js
12:56:55 AM [vite] page reload js/ui/floating-color-correction.js
12:57:27 AM [vite] page reload js/ui/floating-color-correction.js
12:57:39 AM [vite] page reload js/ui/floating-color-correction.js
12:57:41 AM [vite] page reload js/nodes/group-node.js
12:57:49 AM [vite] page reload js/canvas.js
12:59:35 AM [vite] page reload js/core/ClientUndoManager.js
1:01:14 AM [vite] page reload js/canvas.js
1:01:14 AM [vite] page reload js/canvas.js
1:01:29 AM [vite] page reload js/canvas.js
1:04:19 AM [vite] page reload js/ui/floating-color-correction.js
1:04:25 AM [vite] page reload js/ui/floating-color-correction.js
1:04:40 AM [vite] page reload js/ui/floating-color-correction.js
1:06:45 AM [vite] page reload js/canvas.js
1:06:45 AM [vite] page reload js/canvas.js
1:08:35 AM [vite] page reload js/canvas.js
1:08:35 AM [vite] page reload js/canvas.js
1:08:50 AM [vite] page reload js/canvas.js
1:08:51 AM [vite] page reload js/canvas.js
1:09:10 AM [vite] page reload js/canvas.js
1:09:10 AM [vite] page reload js/canvas.js
1:09:42 AM [vite] page reload js/canvas.js
1:09:42 AM [vite] page reload js/canvas.js
1:12:16 AM [vite] page reload js/core/ClientUndoManager.js
1:13:54 AM [vite] page reload js/canvas.js
1:13:55 AM [vite] page reload js/canvas.js
1:14:01 AM [vite] page reload js/canvas.js
1:14:06 AM [vite] page reload js/canvas.js
1:14:07 AM [vite] page reload js/canvas.js
1:15:36 AM [vite] page reload js/nodes/group-node.js
1:15:47 AM [vite] page reload js/nodes/group-node.js
1:18:15 AM [vite] page reload js/core/StateSyncManager.js
1:18:26 AM [vite] page reload js/core/NodePluginSystem.js
1:18:39 AM [vite] page reload js/core/NodePluginSystem.js
1:21:18 AM [vite] page reload js/commands/NodeCommands.js
1:21:33 AM [vite] page reload js/commands/NodeCommands.js
1:22:06 AM [vite] page reload js/commands/NodeCommands.js
1:23:06 AM [vite] page reload js/canvas.js
1:23:06 AM [vite] page reload js/canvas.js
1:25:08 AM [vite] page reload js/core/StateSyncManager.js
1:25:14 AM [vite] page reload js/core/StateSyncManager.js
1:25:22 AM [vite] page reload js/commands/NodeCommands.js
1:26:01 AM [vite] page reload js/nodes/group-node.js
1:26:13 AM [vite] page reload js/nodes/group-node.js
1:26:23 AM [vite] page reload js/nodes/group-node.js
1:35:20 AM [vite] page reload js/core/ClientUndoManager.js
1:36:39 AM [vite] page reload js/nodes/group-node.js
1:36:44 AM [vite] page reload js/nodes/group-node.js
1:41:42 AM [vite] page reload js/canvas.js
1:41:42 AM [vite] page reload js/canvas.js
1:42:36 AM [vite] page reload js/ui/floating-color-correction.js
1:43:00 AM [vite] page reload js/ui/floating-color-correction.js
1:43:27 AM [vite] page reload js/nodes/group-node.js
1:43:34 AM [vite] page reload js/nodes/group-node.js
1:43:39 AM [vite] page reload js/commands/NodeCommandsExtended.js
1:43:41 AM [vite] page reload js/nodes/group-node.js
1:43:43 AM [vite] page reload js/commands/NodeCommandsExtended.js
1:43:44 AM [vite] page reload js/nodes/group-node.js
1:47:12 AM [vite] page reload js/canvas.js
1:47:13 AM [vite] page reload js/canvas.js
1:47:23 AM [vite] page reload js/canvas.js
1:47:23 AM [vite] page reload js/canvas.js
1:47:56 AM [vite] page reload js/canvas.js
1:47:57 AM [vite] page reload js/canvas.js
1:48:07 AM [vite] page reload js/nodes/group-node.js
1:48:42 AM [vite] page reload js/canvas.js
1:48:44 AM [vite] page reload js/nodes/group-node.js
1:52:42 AM [vite] page reload .scratch/test-group-resize.html
1:52:42 AM [vite] page reload .scratch/test-group-resize.html
1:52:52 AM [vite] page reload .scratch/test-group-resize.html
1:52:59 AM [vite] page reload js/ui/floating-color-correction.js
1:53:10 AM [vite] page reload js/ui/floating-color-correction.js
1:53:18 AM [vite] page reload js/ui/floating-color-correction.js
1:53:28 AM [vite] page reload js/canvas.js
1:53:28 AM [vite] page reload js/canvas.js
1:53:40 AM [vite] page reload js/canvas.js
1:53:45 AM [vite] page reload js/ui/floating-color-correction.js
1:54:13 AM [vite] page reload js/renderers/WebGLRenderer.js
1:54:19 AM [vite] page reload js/renderers/WebGLRenderer.js
1:54:36 AM [vite] page reload js/renderers/WebGLRenderer.js
1:54:53 AM [vite] page reload js/renderers/WebGLRenderer.js
1:55:59 AM [vite] page reload js/renderers/WebGLRenderer.js
1:56:08 AM [vite] page reload js/renderers/WebGLRenderer.js
1:56:17 AM [vite] page reload js/renderers/WebGLRenderer.js
1:59:08 AM [vite] page reload js/ui/floating-color-correction.js
1:59:13 AM [vite] page reload js/ui/floating-color-correction.js
2:00:54 AM [vite] page reload js/ui/floating-color-correction.js
2:00:58 AM [vite] page reload js/ui/floating-color-correction.js
2:01:28 AM [vite] page reload js/ui/floating-color-correction.js
2:01:40 AM [vite] page reload js/ui/floating-color-correction.js
2:01:48 AM [vite] page reload js/ui/floating-color-correction.js
2:01:57 AM [vite] page reload js/ui/floating-color-correction.js
2:02:03 AM [vite] page reload js/ui/floating-color-correction.js
2:02:10 AM [vite] page reload js/ui/floating-color-correction.js
2:02:15 AM [vite] page reload js/ui/floating-color-correction.js
2:02:22 AM [vite] page reload js/ui/floating-color-correction.js
2:02:27 AM [vite] page reload js/ui/floating-color-correction.js
2:02:32 AM [vite] page reload js/ui/floating-color-correction.js
2:02:36 AM [vite] page reload js/ui/floating-color-correction.js
2:02:36 AM [vite] page reload js/ui/floating-color-correction.js
2:02:42 AM [vite] page reload js/ui/floating-color-correction.js
2:02:42 AM [vite] page reload js/ui/floating-color-correction.js
2:03:26 AM [vite] page reload js/ui/floating-color-correction.js
2:03:28 AM [vite] page reload js/ui/floating-color-correction.js
2:03:36 AM [vite] page reload js/ui/floating-color-correction.js
2:03:38 AM [vite] page reload js/ui/floating-color-correction.js
2:03:38 AM [vite] page reload js/ui/floating-color-correction.js
2:03:43 AM [vite] page reload js/ui/floating-color-correction.js
2:03:45 AM [vite] page reload js/ui/floating-color-correction.js
2:04:21 AM [vite] page reload js/ui/floating-color-correction.js
2:04:23 AM [vite] page reload js/ui/floating-color-correction.js
2:04:24 AM [vite] page reload js/ui/floating-color-correction.js
2:06:07 AM [vite] page reload js/ui/floating-color-correction.js
2:06:07 AM [vite] page reload js/ui/floating-color-correction.js
2:06:16 AM [vite] page reload js/ui/floating-color-correction.js
2:06:20 AM [vite] page reload js/ui/floating-color-correction.js
2:06:21 AM [vite] page reload js/ui/floating-color-correction.js
2:06:21 AM [vite] page reload js/ui/floating-color-correction.js
2:06:33 AM [vite] page reload js/ui/floating-color-correction.js
2:06:33 AM [vite] page reload js/ui/floating-color-correction.js
2:06:40 AM [vite] page reload js/ui/floating-color-correction.js
2:07:14 AM [vite] page reload js/ui/floating-color-correction.js
2:07:22 AM [vite] page reload js/ui/floating-color-correction.js
2:07:27 AM [vite] page reload js/ui/floating-color-correction.js
2:07:27 AM [vite] page reload js/ui/floating-color-correction.js
2:07:32 AM [vite] page reload js/ui/floating-color-correction.js
2:08:03 AM [vite] page reload js/ui/floating-color-correction.js
2:15:08 AM [vite] page reload js/canvas.js
2:15:08 AM [vite] page reload js/canvas.js
2:15:13 AM [vite] page reload js/canvas.js
2:15:35 AM [vite] page reload js/canvas.js
2:15:36 AM [vite] page reload js/canvas.js
2:16:40 AM [vite] page reload js/canvas.js
2:18:44 AM [vite] page reload js/nodes/base-node.js
2:18:57 AM [vite] page reload js/nodes/base-node.js
2:20:08 AM [vite] page reload js/canvas.js
2:20:08 AM [vite] page reload js/canvas.js
2:20:13 AM [vite] page reload js/canvas.js
2:21:28 AM [vite] page reload js/canvas.js
2:21:28 AM [vite] page reload js/canvas.js
2:21:53 AM [vite] page reload js/canvas.js
2:21:53 AM [vite] page reload js/canvas.js
2:22:07 AM [vite] page reload js/canvas.js
2:22:08 AM [vite] page reload js/canvas.js
2:22:12 AM [vite] page reload js/canvas.js
2:22:59 AM [vite] page reload js/canvas.js
2:22:59 AM [vite] page reload js/canvas.js
2:23:09 AM [vite] page reload js/canvas.js
2:23:12 AM [vite] page reload js/canvas.js
2:23:41 AM [vite] page reload js/canvas.js
2:23:42 AM [vite] page reload js/canvas.js
2:25:56 AM [vite] page reload js/canvas.js
2:25:56 AM [vite] page reload js/canvas.js
2:26:15 AM [vite] page reload js/canvas.js
2:26:15 AM [vite] page reload js/canvas.js
2:26:24 AM [vite] page reload js/canvas.js
2:27:00 AM [vite] page reload .scratch/test-group-brightness.html
2:27:00 AM [vite] page reload .scratch/test-group-brightness.html
2:28:43 AM [vite] page reload js/canvas.js
2:28:44 AM [vite] page reload js/canvas.js
2:28:52 AM [vite] page reload js/canvas.js
2:28:52 AM [vite] page reload js/canvas.js
2:31:16 AM [vite] page reload js/canvas.js
2:31:51 AM [vite] page reload js/nodes/group-node.js
2:32:43 AM [vite] page reload js/commands/NodeCommands.js
2:33:01 AM [vite] page reload js/canvas.js
2:33:15 AM [vite] page reload js/canvas.js
2:33:15 AM [vite] page reload js/canvas.js
2:33:26 AM [vite] page reload js/commands/NodeCommands.js
2:33:45 AM [vite] page reload js/canvas.js
2:33:47 AM [vite] page reload js/commands/NodeCommands.js
2:35:13 AM [vite] page reload js/commands/NodeCommands.js
2:35:22 AM [vite] page reload js/commands/NodeCommands.js
2:35:42 AM [vite] page reload js/canvas.js
2:35:43 AM [vite] page reload js/canvas.js
2:36:01 AM [vite] page reload js/canvas.js
2:36:01 AM [vite] page reload js/canvas.js
2:36:15 AM [vite] page reload js/commands/NodeCommands.js
2:38:50 AM [vite] page reload js/nodes/group-node.js
2:39:04 AM [vite] page reload js/canvas.js
2:39:12 AM [vite] page reload js/canvas.js
2:39:14 AM [vite] page reload js/canvas.js
2:39:14 AM [vite] page reload js/canvas.js
2:39:42 AM [vite] page reload js/nodes/group-node.js
2:40:06 AM [vite] page reload js/nodes/group-node.js
2:40:15 AM [vite] page reload js/nodes/group-node.js
2:43:02 AM [vite] page reload js/canvas.js
2:43:02 AM [vite] page reload js/canvas.js
2:43:07 AM [vite] page reload js/canvas.js
2:43:28 AM [vite] page reload .scratch/test-group-animation.html
2:43:28 AM [vite] page reload .scratch/test-group-animation.html
2:43:49 AM [vite] page reload .scratch/test-group-animation.html
2:44:17 AM [vite] page reload js/nodes/group-node.js
2:44:30 AM [vite] page reload js/nodes/group-node.js
2:44:58 AM [vite] page reload js/nodes/group-node.js
2:47:24 AM [vite] page reload js/nodes/group-node.js
2:47:32 AM [vite] page reload js/nodes/group-node.js
2:48:41 AM [vite] page reload js/canvas.js
2:48:41 AM [vite] page reload js/canvas.js
2:50:41 AM [vite] page reload js/canvas.js
2:50:41 AM [vite] page reload js/canvas.js
2:50:53 AM [vite] page reload js/canvas.js
2:50:53 AM [vite] page reload js/canvas.js
2:51:06 AM [vite] page reload js/nodes/group-node.js
2:51:27 AM [vite] page reload js/canvas.js
2:51:28 AM [vite] page reload js/nodes/group-node.js
2:51:35 AM [vite] page reload js/canvas.js
2:51:36 AM [vite] page reload js/canvas.js
2:51:47 AM [vite] page reload js/canvas.js
2:53:08 AM [vite] page reload js/nodes/group-node.js
2:53:16 AM [vite] page reload js/nodes/group-node.js
2:53:17 AM [vite] page reload js/nodes/group-node.js
2:53:44 AM [vite] page reload js/nodes/group-node.js
2:53:50 AM [vite] page reload js/nodes/group-node.js
2:53:55 AM [vite] page reload js/nodes/group-node.js
2:53:56 AM [vite] page reload js/nodes/group-node.js
2:54:08 AM [vite] page reload js/nodes/group-node.js
2:56:44 AM [vite] page reload js/canvas.js
2:56:44 AM [vite] page reload js/canvas.js
2:56:54 AM [vite] page reload js/canvas.js
2:56:54 AM [vite] page reload js/canvas.js
2:57:21 AM [vite] page reload .scratch/test-group-multi-expand.html
2:57:21 AM [vite] page reload .scratch/test-group-multi-expand.html
2:57:29 AM [vite] page reload js/nodes/group-node.js
2:57:40 AM [vite] page reload js/nodes/group-node.js
2:57:47 AM [vite] page reload js/nodes/group-node.js
2:57:49 AM [vite] page reload js/canvas.js
2:57:54 AM [vite] page reload js/nodes/group-node.js
2:58:04 AM [vite] page reload js/canvas.js
2:58:05 AM [vite] page reload js/canvas.js
2:58:13 AM [vite] page reload js/nodes/group-node.js
2:58:28 AM [vite] page reload .scratch/test-group-multi-expand.html
2:58:30 AM [vite] page reload js/canvas.js
2:59:19 AM [vite] page reload js/canvas.js
2:59:20 AM [vite] page reload js/canvas.js
3:04:31 AM [vite] page reload js/core/alignment.js
3:04:31 AM [vite] page reload js/core/alignment.js
3:04:42 AM [vite] page reload js/core/alignment.js
3:04:42 AM [vite] page reload js/core/alignment.js
3:05:19 AM [vite] page reload js/core/alignment.js
3:05:19 AM [vite] page reload js/core/alignment.js
6:43:27 AM [vite] page reload .scratch/test-group-marquee.html
6:44:28 AM [vite] page reload .scratch/test-group-marquee.html
6:45:40 AM [vite] page reload js/nodes/base-node.js
6:45:48 AM [vite] page reload js/nodes/base-node.js
6:46:10 AM [vite] page reload js/nodes/group-node.js
6:46:18 AM [vite] page reload js/nodes/group-node.js
6:46:26 AM [vite] page reload js/nodes/group-node.js
6:46:44 AM [vite] page reload js/nodes/group-node.js
6:46:46 AM [vite] page reload js/nodes/group-node.js
6:47:10 AM [vite] page reload js/nodes/group-node.js
6:47:28 AM [vite] page reload js/canvas.js
6:47:28 AM [vite] page reload js/canvas.js
6:47:32 AM [vite] page reload js/canvas.js
6:47:57 AM [vite] page reload js/utils/cache.js
6:48:02 AM [vite] page reload js/utils/cache.js
6:48:16 AM [vite] page reload js/utils/cache.js
6:56:50 AM [vite] page reload js/canvas.js
6:56:51 AM [vite] page reload js/canvas.js
6:58:40 AM [vite] page reload js/renderers/WebGLRenderer.js
6:59:40 AM [vite] page reload js/renderers/WebGLRenderer.js
7:03:24 AM [vite] page reload js/nodes/group-node.js
7:03:30 AM [vite] page reload js/nodes/group-node.js
7:03:47 AM [vite] page reload js/canvas.js
7:03:48 AM [vite] page reload js/canvas.js
7:04:53 AM [vite] page reload js/nodes/group-node.js
7:05:11 AM [vite] page reload js/nodes/group-node.js
7:05:21 AM [vite] page reload js/canvas.js
7:05:30 AM [vite] page reload js/nodes/group-node.js
7:07:09 AM [vite] page reload js/canvas.js
7:07:09 AM [vite] page reload js/canvas.js
7:07:24 AM [vite] page reload js/canvas.js
7:07:58 AM [vite] page reload js/canvas.js
7:08:01 AM [vite] page reload js/canvas.js
7:09:25 AM [vite] page reload js/canvas.js
7:09:26 AM [vite] page reload js/canvas.js
7:09:31 AM [vite] page reload js/canvas.js
7:09:36 AM [vite] page reload js/canvas.js
7:09:37 AM [vite] page reload js/canvas.js
7:09:56 AM [vite] page reload js/canvas.js
7:09:57 AM [vite] page reload js/canvas.js
7:10:00 AM [vite] page reload js/canvas.js
7:10:16 AM [vite] page reload js/canvas.js
